0, run: 824, walk: 819, stand: null
345, run: -1, walk: 4226, stand: null
346, run: -1, walk: 4226, stand: null
349, run: 824, walk: 819, stand: null
350, run: 824, walk: 819, stand: null
351, run: 824, walk: 819, stand: null
352, run: 824, walk: 819, stand: null
353, run: 824, walk: 819, stand: null
354, run: 824, walk: 819, stand: null
355, run: -1, walk: 7160, stand: null
356, run: -1, walk: 7160, stand: null
358, run: 824, walk: 819, stand: null
359, run: -1, walk: 7165, stand: null
360, run: 824, walk: 819, stand: null
361, run: 824, walk: 819, stand: null
362, run: 824, walk: 819, stand: null
363, run: 824, walk: 819, stand: null
365, run: 824, walk: 819, stand: null
366, run: 824, walk: 819, stand: null
367, run: 824, walk: 819, stand: null
368, run: -1, walk: 1205, stand: null
373, run: 824, walk: 819, stand: null
374, run: -1, walk: 17510, stand: null
375, run: 824, walk: 819, stand: null
379, run: 824, walk: 819, stand: null
380, run: 824, walk: 819, stand: null
381, run: 824, walk: 819, stand: null
382, run: 21337, walk: 21346, stand: null
383, run: 21337, walk: 21346, stand: null
384, run: 16414, walk: 2562, stand: null
385, run: 24024, walk: 24024, stand: null
386, run: 24024, walk: 24024, stand: null
387, run: 24024, walk: 24024, stand: null
388, run: 824, walk: 819, stand: null
389, run: -1, walk: 819, stand: null
390, run: -1, walk: 2369, stand: null
391, run: -1, walk: 2369, stand: null
392, run: -1, walk: 2369, stand: null
393, run: -1, walk: 2369, stand: null
394, run: -1, walk: 1797, stand: null
395, run: -1, walk: 1797, stand: null
396, run: -1, walk: 1797, stand: null
397, run: -1, walk: 23573, stand: null
398, run: -1, walk: 1205, stand: null
399, run: -1, walk: 1205, stand: null
400, run: 824, walk: 819, stand: null
401, run: 824, walk: 819, stand: null
402, run: 824, walk: 819, stand: null
403, run: -1, walk: 1797, stand: null
404, run: 824, walk: 819, stand: null
406, run: -1, walk: 7191, stand: null
407, run: -1, walk: 7191, stand: null
408, run: -1, walk: 7191, stand: null
409, run: -1, walk: 792, stand: null
410, run: 824, walk: 819, stand: null
411, run: -1, walk: 0, stand: null
412, run: 23636, walk: 23635, stand: null
413, run: -1, walk: 7191, stand: null
414, run: -1, walk: 7191, stand: null
418, run: -1, walk: 334, stand: null
419, run: 335, walk: 335, stand: null
420, run: -1, walk: 7333, stand: null
421, run: -1, walk: 7333, stand: null
422, run: -1, walk: 6041, stand: null
423, run: -1, walk: 6041, stand: null
424, run: -1, walk: 6041, stand: null
425, run: -1, walk: 6041, stand: null
426, run: -1, walk: 6041, stand: null
427, run: -1, walk: 6041, stand: null
428, run: -1, walk: 6041, stand: null
429, run: -1, walk: 6041, stand: null
430, run: -1, walk: 6041, stand: null
431, run: -1, walk: 7191, stand: null
432, run: 824, walk: 819, stand: null
433, run: 824, walk: 819, stand: null
434, run: 1210, walk: 1205, stand: null
435, run: -1, walk: 6280, stand: null
436, run: -1, walk: 6282, stand: null
437, run: 824, walk: 819, stand: null
438, run: -1, walk: 6041, stand: null
439, run: -1, walk: 6041, stand: null
440, run: -1, walk: 6042, stand: null
441, run: -1, walk: 6042, stand: null
442, run: -1, walk: 6042, stand: null
443, run: -1, walk: 6042, stand: null
444, run: -1, walk: 1797, stand: null
445, run: -1, walk: 1797, stand: null
446, run: 3369, walk: 14862, stand: [14857, 14858]
447, run: 824, walk: 819, stand: null
448, run: 824, walk: 819, stand: null
449, run: 824, walk: 819, stand: null
450, run: -1, walk: 6773, stand: null
451, run: -1, walk: 6773, stand: null
452, run: -1, walk: 2164, stand: null
453, run: -1, walk: 819, stand: null
454, run: -1, walk: 16006, stand: null
455, run: -1, walk: 16006, stand: null
456, run: -1, walk: 32767, stand: null
457, run: 824, walk: 819, stand: null
458, run: 824, walk: 819, stand: null
459, run: 824, walk: 819, stand: null
460, run: 824, walk: 819, stand: null
461, run: -1, walk: 23791, stand: null
462, run: -1, walk: 819, stand: null
463, run: 824, walk: 819, stand: null
464, run: 824, walk: 819, stand: null
465, run: 824, walk: 819, stand: null
466, run: 824, walk: 819, stand: null
467, run: -1, walk: 10, stand: null
468, run: -1, walk: 10, stand: null
469, run: 15263, walk: 189, stand: [195, 16369]
470, run: 15263, walk: 189, stand: [195, 16369]
471, run: 15263, walk: 189, stand: [195, 16369]
472, run: 15263, walk: 189, stand: [195, 16369]
473, run: 15263, walk: 189, stand: [195, 16369]
474, run: 15263, walk: 189, stand: [195, 16369]
475, run: -1, walk: 1065, stand: null
476, run: -1, walk: 32767, stand: null
477, run: -1, walk: 1065, stand: null
478, run: -1, walk: 1205, stand: null
479, run: 15263, walk: 189, stand: [195, 16369]
480, run: 15263, walk: 189, stand: [195, 16369]
481, run: 15263, walk: 189, stand: [195, 16369]
482, run: 15263, walk: 189, stand: [195, 16369]
483, run: 15263, walk: 189, stand: [195, 16369]
484, run: 15263, walk: 189, stand: [195, 16369]
485, run: 15263, walk: 189, stand: [195, 16369]
486, run: 15263, walk: 189, stand: [195, 16369]
487, run: -1, walk: 32767, stand: null
488, run: 824, walk: 819, stand: null
489, run: -1, walk: 6201, stand: null
490, run: -1, walk: 32767, stand: null
491, run: -1, walk: 5539, stand: null
492, run: -1, walk: 5539, stand: null
493, run: 24024, walk: 24024, stand: null
494, run: -1, walk: 23789, stand: null
495, run: -1, walk: 23789, stand: null
496, run: -1, walk: 23789, stand: null
497, run: -1, walk: 23789, stand: null
498, run: -1, walk: 13847, stand: null
499, run: -1, walk: 23789, stand: null
500, run: -1, walk: 819, stand: null
501, run: -1, walk: 5531, stand: null
502, run: -1, walk: 5479, stand: null
503, run: -1, walk: 5479, stand: null
504, run: -1, walk: 5566, stand: null
505, run: -1, walk: 5570, stand: null
506, run: -1, walk: 5531, stand: null
507, run: -1, walk: 5582, stand: null
508, run: -1, walk: 5506, stand: null
509, run: -1, walk: 5531, stand: null
510, run: 824, walk: 819, stand: null
511, run: 824, walk: 819, stand: null
512, run: 824, walk: 819, stand: null
513, run: 824, walk: 819, stand: null
514, run: 824, walk: 819, stand: null
515, run: 824, walk: 819, stand: null
516, run: -1, walk: 23782, stand: null
517, run: -1, walk: 23791, stand: null
518, run: 824, walk: 819, stand: null
519, run: -1, walk: 23791, stand: null
520, run: -1, walk: 23782, stand: null
521, run: -1, walk: 23788, stand: null
522, run: -1, walk: 23782, stand: null
523, run: -1, walk: 23788, stand: null
524, run: -1, walk: 23782, stand: null
525, run: -1, walk: 23788, stand: null
526, run: -1, walk: 23782, stand: null
527, run: -1, walk: 23788, stand: null
528, run: -1, walk: 23782, stand: null
529, run: -1, walk: 23788, stand: null
530, run: -1, walk: 23782, stand: null
531, run: -1, walk: 23788, stand: null
532, run: -1, walk: 14502, stand: null
533, run: -1, walk: 14502, stand: null
534, run: -1, walk: 13847, stand: null
535, run: -1, walk: 13847, stand: null
536, run: -1, walk: 23787, stand: null
537, run: -1, walk: 23791, stand: null
538, run: -1, walk: 23791, stand: null
539, run: -1, walk: 23791, stand: null
540, run: -1, walk: 23789, stand: null
541, run: -1, walk: 23791, stand: null
542, run: -1, walk: 23791, stand: null
543, run: -1, walk: 23791, stand: null
544, run: -1, walk: 23787, stand: null
545, run: -1, walk: 23791, stand: null
546, run: -1, walk: 23788, stand: null
547, run: -1, walk: 23791, stand: null
548, run: -1, walk: 23787, stand: null
549, run: -1, walk: 23791, stand: null
550, run: -1, walk: 23791, stand: null
551, run: -1, walk: 23782, stand: null
552, run: -1, walk: 23788, stand: null
553, run: -1, walk: 23789, stand: null
554, run: -1, walk: 23789, stand: null
555, run: -1, walk: 23782, stand: null
556, run: -1, walk: 23789, stand: null
557, run: -1, walk: 23791, stand: null
559, run: -1, walk: 23791, stand: null
560, run: -1, walk: 23787, stand: null
561, run: -1, walk: 23782, stand: null
562, run: -1, walk: 23782, stand: null
563, run: -1, walk: 23791, stand: null
564, run: -1, walk: 13847, stand: null
565, run: -1, walk: 13847, stand: null
566, run: -1, walk: 14093, stand: null
567, run: -1, walk: 13847, stand: null
568, run: -1, walk: 23787, stand: null
569, run: -1, walk: 23789, stand: null
570, run: -1, walk: 23789, stand: null
571, run: -1, walk: 23782, stand: null
572, run: -1, walk: 23791, stand: null
573, run: -1, walk: 23791, stand: null
574, run: -1, walk: 23789, stand: null
575, run: -1, walk: 23791, stand: null
576, run: -1, walk: 23782, stand: null
577, run: -1, walk: 23787, stand: null
578, run: -1, walk: 23791, stand: null
579, run: 21337, walk: 21346, stand: null
580, run: -1, walk: 23791, stand: null
581, run: -1, walk: 23791, stand: null
582, run: -1, walk: 98, stand: null
583, run: -1, walk: 23787, stand: null
584, run: -1, walk: 23789, stand: null
585, run: -1, walk: 23791, stand: null
586, run: -1, walk: 23791, stand: null
587, run: -1, walk: 23788, stand: null
588, run: -1, walk: 23791, stand: null
589, run: -1, walk: 23787, stand: null
590, run: -1, walk: 23782, stand: null
591, run: -1, walk: 23788, stand: null
592, run: -1, walk: 23791, stand: null
593, run: -1, walk: 23787, stand: null
594, run: -1, walk: 98, stand: null
595, run: -1, walk: 23791, stand: null
596, run: -1, walk: 23782, stand: null
597, run: -1, walk: 23782, stand: null
598, run: -1, walk: 23791, stand: null
599, run: -1, walk: 23791, stand: null
600, run: 15263, walk: 189, stand: [195, 16369]
601, run: 15263, walk: 189, stand: [195, 16369]
602, run: 15263, walk: 189, stand: [195, 16369]
603, run: 15263, walk: 189, stand: [195, 16369]
604, run: 21337, walk: 21346, stand: null
605, run: -1, walk: 1065, stand: null
606, run: -1, walk: 819, stand: null
607, run: 824, walk: 819, stand: null
608, run: -1, walk: 1065, stand: null
609, run: -1, walk: 32767, stand: null
610, run: -1, walk: 8291, stand: null
611, run: 18017, walk: 18016, stand: null
612, run: -1, walk: 32767, stand: null
613, run: 824, walk: 819, stand: null
614, run: 824, walk: 819, stand: null
615, run: 824, walk: 819, stand: null
616, run: 824, walk: 819, stand: null
617, run: 824, walk: 819, stand: null
618, run: 824, walk: 819, stand: null
619, run: 824, walk: 819, stand: null
620, run: 824, walk: 819, stand: null
621, run: 15263, walk: 189, stand: [195, 16369]
622, run: 15263, walk: 189, stand: [195, 16369]
623, run: -1, walk: 205, stand: null
624, run: -1, walk: 208, stand: null
625, run: 15263, walk: 189, stand: [195, 16369]
626, run: 15263, walk: 189, stand: [195, 16369]
627, run: -1, walk: 205, stand: null
628, run: -1, walk: 208, stand: null
629, run: 15263, walk: 189, stand: [195, 16369]
630, run: 15263, walk: 189, stand: [195, 16369]
631, run: -1, walk: 205, stand: null
632, run: -1, walk: 208, stand: null
633, run: 15263, walk: 189, stand: [195, 16369]
634, run: 15263, walk: 189, stand: [195, 16369]
635, run: 15263, walk: 189, stand: [195, 16369]
636, run: -1, walk: 189, stand: null
638, run: 824, walk: 819, stand: null
639, run: 824, walk: 819, stand: null
640, run: 824, walk: 819, stand: null
641, run: 824, walk: 819, stand: null
642, run: 824, walk: 819, stand: null
643, run: 824, walk: 819, stand: null
644, run: 824, walk: 819, stand: null
645, run: 824, walk: 819, stand: null
646, run: 824, walk: 819, stand: null
647, run: 824, walk: 819, stand: null
648, run: 824, walk: 819, stand: null
649, run: 824, walk: 819, stand: null
650, run: 824, walk: 819, stand: null
651, run: 824, walk: 819, stand: null
652, run: -1, walk: 819, stand: null
653, run: -1, walk: 13856, stand: null
654, run: -1, walk: 11696, stand: null
655, run: -1, walk: 5531, stand: null
656, run: 824, walk: 819, stand: null
657, run: 824, walk: 819, stand: null
658, run: 824, walk: 819, stand: null
659, run: -1, walk: 9226, stand: null
660, run: -1, walk: 819, stand: null
661, run: 824, walk: 819, stand: null
662, run: 824, walk: 819, stand: null
663, run: 824, walk: 819, stand: null
664, run: 824, walk: 819, stand: null
665, run: 21337, walk: 21346, stand: null
666, run: 824, walk: 819, stand: null
667, run: -1, walk: 17467, stand: null
668, run: 824, walk: 819, stand: null
669, run: -1, walk: 3963, stand: null
670, run: 15263, walk: 189, stand: [195, 16369]
671, run: 15263, walk: 189, stand: [195, 16369]
672, run: 15263, walk: 189, stand: [195, 16369]
673, run: 824, walk: 819, stand: null
674, run: 824, walk: 819, stand: null
675, run: 824, walk: 819, stand: null
676, run: 15263, walk: 189, stand: [195, 16369]
677, run: -1, walk: 17457, stand: null
678, run: 824, walk: 819, stand: null
679, run: 824, walk: 819, stand: null
680, run: 824, walk: 819, stand: null
681, run: -1, walk: 7068, stand: null
682, run: -1, walk: 23791, stand: null
683, run: -1, walk: 23791, stand: null
684, run: 824, walk: 819, stand: null
685, run: 824, walk: 819, stand: null
686, run: 824, walk: 819, stand: null
687, run: 824, walk: 819, stand: null
688, run: 824, walk: 819, stand: null
689, run: 824, walk: 819, stand: null
690, run: 824, walk: 819, stand: null
691, run: 824, walk: 819, stand: null
692, run: -1, walk: 23791, stand: null
694, run: -1, walk: 23791, stand: null
695, run: 824, walk: 819, stand: null
696, run: 824, walk: 819, stand: null
697, run: -1, walk: 7166, stand: null
698, run: -1, walk: 1205, stand: null
699, run: -1, walk: 1205, stand: null
700, run: -1, walk: 1205, stand: null
701, run: -1, walk: 1205, stand: null
705, run: -1, walk: 9869, stand: null
706, run: 824, walk: 819, stand: null
708, run: 4626, walk: 168, stand: null
709, run: 4626, walk: 168, stand: null
710, run: 824, walk: 819, stand: null
711, run: 824, walk: 819, stand: null
712, run: 824, walk: 819, stand: null
713, run: 824, walk: 819, stand: null
714, run: -1, walk: 1205, stand: null
715, run: 824, walk: 819, stand: null
720, run: -1, walk: 819, stand: null
721, run: 824, walk: 819, stand: null
722, run: 824, walk: 819, stand: null
723, run: -1, walk: 7160, stand: null
724, run: -1, walk: 7160, stand: null
725, run: 824, walk: 819, stand: null
726, run: -1, walk: 32767, stand: null
728, run: 824, walk: 819, stand: null
729, run: 824, walk: 819, stand: null
730, run: -1, walk: 17836, stand: null
731, run: 824, walk: 819, stand: null
732, run: 824, walk: 819, stand: null
735, run: 824, walk: 819, stand: null
736, run: 824, walk: 819, stand: null
737, run: 824, walk: 819, stand: null
738, run: 824, walk: 819, stand: null
739, run: 824, walk: 819, stand: null
740, run: -1, walk: 1205, stand: null
741, run: -1, walk: 819, stand: null
742, run: -1, walk: 14257, stand: null
743, run: -1, walk: 98, stand: null
744, run: 824, walk: 819, stand: null
745, run: -1, walk: 6180, stand: null
746, run: 824, walk: 819, stand: null
747, run: -1, walk: 23791, stand: null
748, run: 824, walk: 819, stand: null
749, run: -1, walk: 6730, stand: null
750, run: -1, walk: 6730, stand: null
751, run: -1, walk: 6730, stand: null
752, run: -1, walk: 6730, stand: null
753, run: 824, walk: 819, stand: null
755, run: 824, walk: 819, stand: null
756, run: -1, walk: 3039, stand: null
757, run: -1, walk: 819, stand: null
758, run: -1, walk: 1205, stand: null
759, run: -1, walk: 9157, stand: null
760, run: -1, walk: 9210, stand: null
761, run: -1, walk: 9156, stand: null
762, run: -1, walk: 9156, stand: null
763, run: -1, walk: 9156, stand: null
